country,Code,Date,total_vaccinations
Algeria,DZA,2021-01-29,0
Algeria,DZA,2021-01-30,30
Andorra,AND,2021-01-25,576
Andorra,AND,2021-02-01,1036
Argentina,ARG,2020-12-29,700
Argentina,ARG,2020-12-31,32013
Argentina,ARG,2021-01-04,39599
Argentina,ARG,2021-01-08,107542
Argentina,ARG,2021-01-13,166833
Argentina,ARG,2021-01-15,200759
Argentina,ARG,2021-01-20,247933
Argentina,ARG,2021-01-21,265724
Argentina,ARG,2021-01-22,279602
Argentina,ARG,2021-01-23,288064
Argentina,ARG,2021-01-24,292023
Argentina,ARG,2021-01-25,292386
Argentina,ARG,2021-01-26,305880
Argentina,ARG,2021-01-27,318033
Argentina,ARG,2021-01-28,327999
Argentina,ARG,2021-01-29,344034
Argentina,ARG,2021-01-30,366384
Argentina,ARG,2021-02-01,375851
Argentina,ARG,2021-02-03,396562
Austria,AUT,2021-01-10,6784
Austria,AUT,2021-01-11,11559
Austria,AUT,2021-01-12,13172
Austria,AUT,2021-01-13,20064
Austria,AUT,2021-01-14,29359
Austria,AUT,2021-01-15,39751
Austria,AUT,2021-01-16,50402
Austria,AUT,2021-01-17,55450
Austria,AUT,2021-01-18,61012
Austria,AUT,2021-01-19,71508
Austria,AUT,2021-01-20,88895
Austria,AUT,2021-01-21,108252
Austria,AUT,2021-01-22,124756
Austria,AUT,2021-01-23,136348
Austria,AUT,2021-01-24,139538
Austria,AUT,2021-01-25,141350
Austria,AUT,2021-01-26,150933
Austria,AUT,2021-01-27,158985
Austria,AUT,2021-01-28,169439
Austria,AUT,2021-01-29,181419
Austria,AUT,2021-01-30,197179
Austria,AUT,2021-01-31,200498
Austria,AUT,2021-02-01,202345
Austria,AUT,2021-02-02,208988
Austria,AUT,2021-02-03,222520
Bahrain,BHR,2020-12-23,38965
Bahrain,BHR,2020-12-24,50071
Bahrain,BHR,2020-12-25,50543
Bahrain,BHR,2020-12-26,51556
Bahrain,BHR,2020-12-27,53614
Bahrain,BHR,2020-12-28,55014
Bahrain,BHR,2020-12-29,56041
Bahrain,BHR,2020-12-30,57317
Bahrain,BHR,2020-12-31,58643
Bahrain,BHR,2021-01-01,59351
Bahrain,BHR,2021-01-02,60097
Bahrain,BHR,2021-01-03,60689
Bahrain,BHR,2021-01-04,61612
Bahrain,BHR,2021-01-05,63893
Bahrain,BHR,2021-01-06,68472
Bahrain,BHR,2021-01-07,72239
Bahrain,BHR,2021-01-08,78291
Bahrain,BHR,2021-01-09,84157
Bahrain,BHR,2021-01-10,89250
Bahrain,BHR,2021-01-11,92598
Bahrain,BHR,2021-01-12,97776
Bahrain,BHR,2021-01-13,101363
Bahrain,BHR,2021-01-14,109566
Bahrain,BHR,2021-01-15,122819
Bahrain,BHR,2021-01-16,137159
Bahrain,BHR,2021-01-17,141563
Bahrain,BHR,2021-01-18,142831
Bahrain,BHR,2021-01-19,143596
Bahrain,BHR,2021-01-20,144130
Bahrain,BHR,2021-01-26,165953
Bahrain,BHR,2021-01-27,167731
Bahrain,BHR,2021-01-28,169440
Bahrain,BHR,2021-01-29,169810
Bahrain,BHR,2021-01-30,170433
Bahrain,BHR,2021-01-31,171568
Bahrain,BHR,2021-02-01,172912
Bahrain,BHR,2021-02-02,174075
Bahrain,BHR,2021-02-03,175094
Bangladesh,BGD,2021-01-26,0
Bangladesh,BGD,2021-01-27,26
Bangladesh,BGD,2021-01-28,567
Belgium,BEL,2020-12-28,298
Belgium,BEL,2020-12-29,299
Belgium,BEL,2020-12-30,778
Belgium,BEL,2020-12-31,787
Belgium,BEL,2021-01-01,794
Belgium,BEL,2021-01-04,795
Belgium,BEL,2021-01-05,2377
Belgium,BEL,2021-01-06,6241
Belgium,BEL,2021-01-07,14345
Belgium,BEL,2021-01-08,23484
Belgium,BEL,2021-01-09,26660
Belgium,BEL,2021-01-10,27055
Belgium,BEL,2021-01-11,32489
Belgium,BEL,2021-01-12,47906
Belgium,BEL,2021-01-13,68280
Belgium,BEL,2021-01-14,89802
Belgium,BEL,2021-01-15,112213
Belgium,BEL,2021-01-16,117186
Belgium,BEL,2021-01-17,120317
Belgium,BEL,2021-01-18,130490
Belgium,BEL,2021-01-19,149008
Belgium,BEL,2021-01-20,169148
Belgium,BEL,2021-01-21,197855
Belgium,BEL,2021-01-22,226205
Belgium,BEL,2021-01-23,233750
Belgium,BEL,2021-01-24,235594
Belgium,BEL,2021-01-25,246049
Belgium,BEL,2021-01-26,257100
Belgium,BEL,2021-01-27,271475
Belgium,BEL,2021-01-28,290995
Belgium,BEL,2021-01-29,307798
Belgium,BEL,2021-01-30,311459
Belgium,BEL,2021-01-31,312303
Belgium,BEL,2021-02-01,317614
Belgium,BEL,2021-02-02,327095
Bermuda,BMU,2021-01-10,0
Bermuda,BMU,2021-01-16,1665
Bermuda,BMU,2021-01-23,2932
Bermuda,BMU,2021-01-30,4897
Bermuda,BMU,2021-02-02,5200
Brazil,BRA,2021-01-16,0
Brazil,BRA,2021-01-17,112
Brazil,BRA,2021-01-18,1109
Brazil,BRA,2021-01-19,11470
Brazil,BRA,2021-01-20,28543
Brazil,BRA,2021-01-21,136519
Brazil,BRA,2021-01-22,245877
Brazil,BRA,2021-01-23,537774
Brazil,BRA,2021-01-24,604722
Brazil,BRA,2021-01-25,700608
Brazil,BRA,2021-01-26,848883
Brazil,BRA,2021-01-27,1129885
Brazil,BRA,2021-01-28,1450900
Brazil,BRA,2021-01-29,1668032
Brazil,BRA,2021-01-30,2003211
Brazil,BRA,2021-01-31,2074059
Brazil,BRA,2021-02-01,2124307
Brazil,BRA,2021-02-02,2292551
Brazil,BRA,2021-02-03,2521704
Bulgaria,BGR,2020-12-29,1719
Bulgaria,BGR,2020-12-30,4608
Bulgaria,BGR,2021-01-01,4739
Bulgaria,BGR,2021-01-05,5448
Bulgaria,BGR,2021-01-06,7913
Bulgaria,BGR,2021-01-07,11117
Bulgaria,BGR,2021-01-08,13355
Bulgaria,BGR,2021-01-09,13473
Bulgaria,BGR,2021-01-11,14161
Bulgaria,BGR,2021-01-12,15780
Bulgaria,BGR,2021-01-13,17038
Bulgaria,BGR,2021-01-14,17686
Bulgaria,BGR,2021-01-15,18126
Bulgaria,BGR,2021-01-16,18332
Bulgaria,BGR,2021-01-17,18453
Bulgaria,BGR,2021-01-18,19638
Bulgaria,BGR,2021-01-19,22226
Bulgaria,BGR,2021-01-20,24127
Bulgaria,BGR,2021-01-21,25251
Bulgaria,BGR,2021-01-22,26101
Bulgaria,BGR,2021-01-23,26119
Bulgaria,BGR,2021-01-24,26143
Bulgaria,BGR,2021-01-25,26798
Bulgaria,BGR,2021-01-26,29122
Bulgaria,BGR,2021-01-27,32917
Bulgaria,BGR,2021-01-28,37636
Bulgaria,BGR,2021-01-29,40805
Bulgaria,BGR,2021-01-30,41020
Bulgaria,BGR,2021-01-31,41125
Bulgaria,BGR,2021-02-01,42634
Bulgaria,BGR,2021-02-02,45917
Bulgaria,BGR,2021-02-03,50124
Canada,CAN,2020-12-19,8734
Canada,CAN,2020-12-26,33734
Canada,CAN,2021-01-02,77521
Canada,CAN,2021-01-12,267078
Canada,CAN,2021-01-13,288488
Canada,CAN,2021-01-14,310788
Canada,CAN,2021-01-15,342227
Canada,CAN,2021-01-18,422864
Canada,CAN,2021-01-19,459780
Canada,CAN,2021-01-20,485739
Canada,CAN,2021-01-21,706464
Canada,CAN,2021-01-22,752377
Canada,CAN,2021-01-25,802354
Canada,CAN,2021-01-26,827042
Canada,CAN,2021-01-27,890536
Canada,CAN,2021-01-28,910676
Canada,CAN,2021-01-29,937338
Canada,CAN,2021-02-01,974690
Canada,CAN,2021-02-02,985975
Canada,CAN,2021-02-03,999253
Cayman Islands,CYM,2020-12-26,0
Chile,CHL,2020-12-24,420
Chile,CHL,2020-12-25,5191
Chile,CHL,2020-12-26,8335
Chile,CHL,2020-12-27,8646
Chile,CHL,2021-01-04,9051
Chile,CHL,2021-01-05,10494
Chile,CHL,2021-01-06,10699
Chile,CHL,2021-01-13,14612
Chile,CHL,2021-01-14,18526
Chile,CHL,2021-01-15,21876
Chile,CHL,2021-01-16,21937
Chile,CHL,2021-01-17,21972
Chile,CHL,2021-01-18,32385
Chile,CHL,2021-01-19,50924
Chile,CHL,2021-01-20,54036
Chile,CHL,2021-01-21,62822
Chile,CHL,2021-01-22,63047
Chile,CHL,2021-01-23,63939
Chile,CHL,2021-01-25,64286
Chile,CHL,2021-01-26,66569
Chile,CHL,2021-01-27,67096
Chile,CHL,2021-01-28,67111
Chile,CHL,2021-01-29,67115
Chile,CHL,2021-01-30,67123
Chile,CHL,2021-02-02,77399
Chile,CHL,2021-02-03,138684
China,CHN,2020-12-15,1500000
China,CHN,2020-12-31,4500000
China,CHN,2021-01-09,9000000
China,CHN,2021-01-13,10000000
China,CHN,2021-01-20,15000000
China,CHN,2021-01-27,22767000
China,CHN,2021-01-31,24000000
Costa Rica,CRI,2020-12-24,55
Costa Rica,CRI,2021-01-03,2455
Costa Rica,CRI,2021-01-08,9751
Costa Rica,CRI,2021-01-15,24859
Costa Rica,CRI,2021-01-18,29389
Costa Rica,CRI,2021-01-25,48128
Costa Rica,CRI,2021-02-01,57701
Croatia,HRV,2020-12-30,7864
Croatia,HRV,2021-01-03,12285
Croatia,HRV,2021-01-05,13798
Croatia,HRV,2021-01-07,20603
Croatia,HRV,2021-01-08,24985
Croatia,HRV,2021-01-09,30000
Croatia,HRV,2021-01-13,34553
Croatia,HRV,2021-01-14,38000
Croatia,HRV,2021-01-15,41532
Croatia,HRV,2021-01-16,45906
Croatia,HRV,2021-01-19,54304
Croatia,HRV,2021-01-22,64951
Croatia,HRV,2021-01-25,69984
Croatia,HRV,2021-01-29,80000
Croatia,HRV,2021-02-01,83928
Croatia,HRV,2021-02-03,87929
Cyprus,CYP,2021-01-06,3901
Cyprus,CYP,2021-01-10,6035
Cyprus,CYP,2021-01-15,10226
Cyprus,CYP,2021-01-22,17379
Cyprus,CYP,2021-01-29,25168
Czechia,CZE,2020-12-27,1254
Czechia,CZE,2020-12-28,3537
Czechia,CZE,2020-12-29,6976
Czechia,CZE,2020-12-30,10439
Czechia,CZE,2020-12-31,11743
Czechia,CZE,2021-01-01,12005
Czechia,CZE,2021-01-02,13261
Czechia,CZE,2021-01-03,14175
Czechia,CZE,2021-01-04,17738
Czechia,CZE,2021-01-05,22248
Czechia,CZE,2021-01-06,28043
Czechia,CZE,2021-01-07,35947
Czechia,CZE,2021-01-08,45852
Czechia,CZE,2021-01-09,47838
Czechia,CZE,2021-01-10,49546
Czechia,CZE,2021-01-11,59242
Czechia,CZE,2021-01-12,72548
Czechia,CZE,2021-01-13,85980
Czechia,CZE,2021-01-14,100663
Czechia,CZE,2021-01-15,114127
Czechia,CZE,2021-01-16,117433
Czechia,CZE,2021-01-17,120471
Czechia,CZE,2021-01-18,134135
Czechia,CZE,2021-01-19,148803
Czechia,CZE,2021-01-20,164173
Czechia,CZE,2021-01-21,180667
Czechia,CZE,2021-01-22,195937
Czechia,CZE,2021-01-23,199589
Czechia,CZE,2021-01-24,202591
Czechia,CZE,2021-01-25,214843
Czechia,CZE,2021-01-26,228991
Czechia,CZE,2021-01-27,242186
Czechia,CZE,2021-01-28,255147
Czechia,CZE,2021-01-29,268795
Czechia,CZE,2021-01-30,270555
Czechia,CZE,2021-01-31,272369
Czechia,CZE,2021-02-01,283365
Czechia,CZE,2021-02-02,296940
Czechia,CZE,2021-02-03,310340
Denmark,DNK,2020-12-27,6645
Denmark,DNK,2020-12-28,8643
Denmark,DNK,2020-12-29,17766
Denmark,DNK,2020-12-30,29409
Denmark,DNK,2020-12-31,35746
Denmark,DNK,2021-01-01,38131
Denmark,DNK,2021-01-02,47164
Denmark,DNK,2021-01-03,53283
Denmark,DNK,2021-01-04,55739
Denmark,DNK,2021-01-05,69464
Denmark,DNK,2021-01-06,89604
Denmark,DNK,2021-01-07,107404
Denmark,DNK,2021-01-08,115966
Denmark,DNK,2021-01-09,117873
Denmark,DNK,2021-01-10,118688
Denmark,DNK,2021-01-11,119346
Denmark,DNK,2021-01-12,119807
Denmark,DNK,2021-01-13,132482
Denmark,DNK,2021-01-14,150359
Denmark,DNK,2021-01-15,165550
Denmark,DNK,2021-01-16,170154
Denmark,DNK,2021-01-17,173420
Denmark,DNK,2021-01-18,179453
Denmark,DNK,2021-01-19,184072
Denmark,DNK,2021-01-20,187504
Denmark,DNK,2021-01-21,191386
Denmark,DNK,2021-01-22,197764
Denmark,DNK,2021-01-23,205679
Denmark,DNK,2021-01-24,212894
Denmark,DNK,2021-01-25,215611
Denmark,DNK,2021-01-26,217563
Denmark,DNK,2021-01-27,222182
Denmark,DNK,2021-01-28,230522
Denmark,DNK,2021-01-29,249249
Denmark,DNK,2021-01-30,263242
Denmark,DNK,2021-01-31,276361
Denmark,DNK,2021-02-01,284676
Denmark,DNK,2021-02-02,289511
Denmark,DNK,2021-02-03,289512
Ecuador,ECU,2021-01-21,0
Ecuador,ECU,2021-01-22,108
Ecuador,ECU,2021-01-28,2982
Egypt,EGY,2021-01-24,0
Egypt,EGY,2021-01-30,1315
England,,2020-12-20,570199
England,,2020-12-27,835475
England,,2021-01-03,1182209
England,,2021-01-10,2333764
England,,2021-01-11,2474205
England,,2021-01-12,2661850
England,,2021-01-13,2910027
England,,2021-01-14,3189674
England,,2021-01-15,3514385
England,,2021-01-16,3791594
England,,2021-01-17,3947442
England,,2021-01-18,4118342
England,,2021-01-19,4419704
England,,2021-01-20,4740578
England,,2021-01-21,5100475
England,,2021-01-22,5526071
England,,2021-01-23,5970175
England,,2021-01-24,6169377
England,,2021-01-25,6405554
England,,2021-01-26,6665861
England,,2021-01-27,6918853
England,,2021-01-28,7263317
England,,2021-01-29,7701203
England,,2021-01-30,8251146
England,,2021-01-31,8543262
England,,2021-02-01,8825371
England,,2021-02-02,9126930
Estonia,EST,2020-12-28,207
Estonia,EST,2020-12-29,516
Estonia,EST,2020-12-30,884
Estonia,EST,2020-12-31,1907
Estonia,EST,2021-01-01,2487
Estonia,EST,2021-01-03,2517
Estonia,EST,2021-01-04,2535
Estonia,EST,2021-01-05,3188
Estonia,EST,2021-01-06,5009
Estonia,EST,2021-01-07,6632
Estonia,EST,2021-01-08,7973
Estonia,EST,2021-01-09,10197
Estonia,EST,2021-01-10,10749
Estonia,EST,2021-01-11,10972
Estonia,EST,2021-01-12,11896
Estonia,EST,2021-01-13,13481
Estonia,EST,2021-01-14,14879
Estonia,EST,2021-01-15,16677
Estonia,EST,2021-01-16,17959
Estonia,EST,2021-01-17,18179
Estonia,EST,2021-01-18,18275
Estonia,EST,2021-01-19,19315
Estonia,EST,2021-01-20,20478
Estonia,EST,2021-01-21,21985
Estonia,EST,2021-01-22,24196
Estonia,EST,2021-01-23,25704
Estonia,EST,2021-01-24,25964
Estonia,EST,2021-01-25,26126
Estonia,EST,2021-01-26,27180
Estonia,EST,2021-01-27,29594
Estonia,EST,2021-01-28,31629
Estonia,EST,2021-01-29,34019
Estonia,EST,2021-01-30,37230
Estonia,EST,2021-01-31,38055
Estonia,EST,2021-02-01,38594
Estonia,EST,2021-02-02,40217
Estonia,EST,2021-02-03,43000
European Union,,2020-12-26,1008
European Union,,2020-12-27,47506
European Union,,2020-12-28,88714
European Union,,2020-12-29,171225
European Union,,2020-12-30,309359
European Union,,2020-12-31,404303
European Union,,2021-01-01,444792
European Union,,2021-01-02,549001
European Union,,2021-01-03,639431
European Union,,2021-01-04,916547
European Union,,2021-01-05,1214197
European Union,,2021-01-06,1468946
European Union,,2021-01-07,1861817
European Union,,2021-01-08,2248548
European Union,,2021-01-09,2437973
European Union,,2021-01-10,2650116
European Union,,2021-01-11,3080837
European Union,,2021-01-12,3523689
European Union,,2021-01-13,4080132
European Union,,2021-01-14,4611185
European Union,,2021-01-15,5147159
European Union,,2021-01-16,5361815
European Union,,2021-01-17,5598131
European Union,,2021-01-18,6053378
European Union,,2021-01-19,6535427
European Union,,2021-01-20,7117759
European Union,,2021-01-21,7682013
European Union,,2021-01-22,8343966
European Union,,2021-01-23,8633070
European Union,,2021-01-24,8991217
European Union,,2021-01-25,9478368
European Union,,2021-01-26,10110705
European Union,,2021-01-27,10723416
European Union,,2021-01-28,11438981
European Union,,2021-01-29,12034203
European Union,,2021-01-30,12388187
European Union,,2021-01-31,12806307
European Union,,2021-02-01,13379447
European Union,,2021-02-02,14067387
European Union,,2021-02-03,14334885
Faeroe Islands,FRO,2021-01-29,3994
Finland,FIN,2020-12-31,1767
Finland,FIN,2021-01-04,3604
Finland,FIN,2021-01-05,5445
Finland,FIN,2021-01-07,8155
Finland,FIN,2021-01-08,11135
Finland,FIN,2021-01-11,14196
Finland,FIN,2021-01-12,17617
Finland,FIN,2021-01-13,23126
Finland,FIN,2021-01-14,33033
Finland,FIN,2021-01-15,43143
Finland,FIN,2021-01-18,54568
Finland,FIN,2021-01-19,55824
Finland,FIN,2021-01-20,62061
Finland,FIN,2021-01-21,78300
Finland,FIN,2021-01-22,91260
Finland,FIN,2021-01-25,110651
Finland,FIN,2021-01-26,117007
Finland,FIN,2021-01-27,126910
Finland,FIN,2021-01-28,138323
Finland,FIN,2021-01-29,151790
Finland,FIN,2021-01-30,162277
Finland,FIN,2021-02-01,163760
Finland,FIN,2021-02-02,163973
Finland,FIN,2021-02-03,173372
France,FRA,2020-12-27,13
France,FRA,2020-12-28,52
France,FRA,2020-12-29,138
France,FRA,2020-12-30,237
France,FRA,2020-12-31,316
France,FRA,2021-01-01,325
France,FRA,2021-01-02,367
France,FRA,2021-01-03,441
France,FRA,2021-01-04,1800
France,FRA,2021-01-05,6744
France,FRA,2021-01-06,17064
France,FRA,2021-01-07,43282
France,FRA,2021-01-08,76022
France,FRA,2021-01-09,86315
France,FRA,2021-01-10,91629
France,FRA,2021-01-11,125412
France,FRA,2021-01-12,179119
France,FRA,2021-01-13,235786
France,FRA,2021-01-14,306206
France,FRA,2021-01-15,364846
France,FRA,2021-01-16,382326
France,FRA,2021-01-17,391910
France,FRA,2021-01-18,468073
France,FRA,2021-01-19,585735
France,FRA,2021-01-20,708973
France,FRA,2021-01-21,850380
France,FRA,2021-01-22,959716
France,FRA,2021-01-23,995147
France,FRA,2021-01-24,1003968
France,FRA,2021-01-25,1075045
France,FRA,2021-01-26,1171264
France,FRA,2021-01-27,1274711
France,FRA,2021-01-28,1396881
France,FRA,2021-01-29,1494643
France,FRA,2021-01-30,1525377
France,FRA,2021-01-31,1533630
France,FRA,2021-02-01,1609072
France,FRA,2021-02-02,1717385
Germany,DEU,2020-12-27,23860
Germany,DEU,2020-12-28,43695
Germany,DEU,2020-12-29,86941
Germany,DEU,2020-12-30,144698
Germany,DEU,2020-12-31,182756
Germany,DEU,2021-01-01,207247
Germany,DEU,2021-01-02,257932
